timestamp,house_id,season,festival,temperature_c,ac,fridge,lights,fans,washing_machine,tv,geyser,other_appliances,kwh
2025-09-16,H001,monsoon,no,15.15,0.0,0.521,0.395,0.1,0.244,0.106,0.307,0.275,4.696
2025-09-17,H002,monsoon,no,13.14,0.0,0.624,0.193,0.146,0.192,0.217,0.378,0.125,4.43
2025-09-18,H002,monsoon,no,13.38,0.0,0.574,0.388,0.103,0.192,0.216,0.227,0.356,4.512
2025-09-19,H003,monsoon,no,16.93,0.0,0.35,0.392,0.155,0.151,0.204,0.166,0.322,4.231
2025-09-20,H003,monsoon,no,12.12,0.0,0.59,0.36,0.1,0.095,0.25,0.391,0.291,4.837
2025-09-21,H001,monsoon,no,9.38,0.0,0.665,0.252,0.1,0.179,0.261,0.261,0.441,4.437
2025-09-22,H001,monsoon,no,17.43,0.0,0.43,0.243,0.225,0.184,0.303,0.321,0.077,4.539
2025-09-23,H005,monsoon,no,19.3,0.0,0.641,0.285,0.146,0.229,0.117,0.189,0.508,4.816
2025-09-24,H003,monsoon,no,13.4,0.0,0.384,0.209,0.1,0.236,0.305,0.281,0.455,3.617
2025-09-25,H005,monsoon,no,10.33,0.0,0.606,0.233,0.153,0.187,0.332,0.162,0.287,4.597
2025-09-26,H001,monsoon,no,13.58,0.0,0.549,0.345,0.1,0.268,0.174,0.255,0.305,5.1
2025-09-27,H002,monsoon,no,13.63,0.0,0.409,0.345,0.1,0.15,0.083,0.198,0.4,3.995
2025-09-28,H001,monsoon,no,13.83,0.0,0.577,0.227,0.1,0.064,0.103,0.18,0.403,4.33
2025-09-29,H005,monsoon,no,11.98,0.0,0.619,0.347,0.111,0.218,0.168,0.226,0.287,4.388
2025-09-30,H001,monsoon,no,15.36,0.0,0.572,0.332,0.172,0.19,0.341,0.067,0.188,4.86
2025-10-01,H005,post_monsoon,yes,14.05,0.0,0.585,0.406,0.165,0.22,0.201,0.157,0.561,5.393
2025-10-02,H001,post_monsoon,yes,10.01,0.0,0.525,0.34,0.1,0.079,0.157,0.313,0.446,4.332
2025-10-03,H004,post_monsoon,yes,14.4,0.0,0.438,0.374,0.166,0.323,0.152,0.278,0.366,4.968
2025-10-04,H003,post_monsoon,yes,17.11,0.0,0.592,0.333,0.106,0.237,0.107,0.164,0.368,5.743
2025-10-05,H005,post_monsoon,yes,13.34,0.0,0.655,0.369,0.1,0.157,0.261,0.294,0.412,5.144
2025-10-06,H001,post_monsoon,yes,12.33,0.0,0.618,0.21,0.1,0.105,0.194,0.18,0.424,4.473
2025-10-07,H002,post_monsoon,yes,12.72,0.0,0.431,0.291,0.109,0.266,0.347,0.308,0.141,4.833
2025-10-08,H004,post_monsoon,yes,14.23,0.0,0.459,0.297,0.1,0.092,0.244,0.241,0.315,4.178
2025-10-09,H005,post_monsoon,yes,9.54,0.0,0.499,0.283,0.1,0.361,0.258,0.224,0.305,5.403
2025-10-10,H003,post_monsoon,yes,13.33,0.0,0.454,0.331,0.1,0.131,0.183,0.243,0.334,4.26
2025-10-11,H001,post_monsoon,yes,12.22,0.0,0.553,0.344,0.1,0.318,0.124,0.455,0.427,5.033
2025-10-12,H004,post_monsoon,yes,16.7,0.0,0.574,0.327,0.1,0.165,0.139,0.189,0.171,4.495
2025-10-13,H003,post_monsoon,yes,12.65,0.0,0.464,0.288,0.1,0.306,0.104,0.268,0.215,4.69
2025-10-14,H004,post_monsoon,yes,16.34,0.0,0.597,0.248,0.113,0.121,0.264,0.313,0.282,4.393
2025-10-15,H003,post_monsoon,yes,10.79,0.0,0.586,0.377,0.1,0.182,0.173,0.173,0.365,4.739
2025-10-16,H005,post_monsoon,yes,14.17,0.0,0.517,0.324,0.123,0.244,0.267,0.122,0.433,4.903
2025-10-17,H001,post_monsoon,yes,13.64,0.0,0.54,0.229,0.147,0.233,0.21,0.202,0.513,4.35
2025-10-18,H004,post_monsoon,yes,11.26,0.0,0.433,0.286,0.1,0.268,0.18,0.311,0.321,4.779
2025-10-19,H004,post_monsoon,yes,13.35,0.0,0.53,0.178,0.178,0.141,0.118,0.223,0.433,4.927
2025-10-20,H003,post_monsoon,yes,15.43,0.0,0.55,0.302,0.147,0.187,0.221,0.232,0.421,5.016
2025-10-21,H003,post_monsoon,yes,12.35,0.0,0.56,0.286,0.1,0.28,0.185,0.323,0.404,4.726
2025-10-22,H004,post_monsoon,yes,9.62,0.0,0.573,0.26,0.1,0.124,0.263,0.185,0.348,4.568
2025-10-23,H003,post_monsoon,yes,12.96,0.0,0.565,0.411,0.1,0.226,0.15,0.243,0.31,4.627
2025-10-24,H002,post_monsoon,yes,11.2,0.0,0.534,0.219,0.1,0.162,0.243,0.129,0.243,4.516
2025-10-25,H003,post_monsoon,yes,12.32,0.0,0.567,0.349,0.1,0.196,0.315,0.276,0.237,5.327
2025-10-26,H005,post_monsoon,yes,12.84,0.0,0.61,0.453,0.1,0.187,0.219,0.268,0.385,5.192
2025-10-27,H001,post_monsoon,yes,9.59,0.0,0.544,0.375,0.1,0.117,0.255,0.314,0.345,4.943
2025-10-28,H005,post_monsoon,yes,9.77,0.0,0.569,0.298,0.1,0.159,0.24,0.158,0.308,4.35
2025-10-29,H002,post_monsoon,yes,13.96,0.0,0.539,0.221,0.1,0.192,0.333,0.235,0.416,4.909
2025-10-30,H001,post_monsoon,yes,11.95,0.0,0.511,0.205,0.115,0.172,0.226,0.148,0.33,4.506
2025-10-31,H001,post_monsoon,yes,7.87,0.0,0.581,0.271,0.1,0.306,0.249,0.23,0.259,5.585
2025-11-01,H001,post_monsoon,yes,15.78,0.0,0.517,0.252,0.1,0.261,0.197,0.369,0.323,5.029
2025-11-02,H005,post_monsoon,yes,14.75,0.0,0.573,0.25,0.1,0.203,0.146,0.224,0.432,4.918
2025-11-03,H002,post_monsoon,yes,12.78,0.0,0.552,0.277,0.1,0.119,0.115,0.141,0.248,3.929
2025-11-04,H004,post_monsoon,yes,11.57,0.0,0.532,0.293,0.1,0.114,0.289,0.196,0.371,4.192
2025-11-05,H001,post_monsoon,yes,15.88,0.0,0.53,0.334,0.105,0.338,0.129,0.121,0.344,4.428
2025-11-06,H003,post_monsoon,yes,14.9,0.0,0.52,0.213,0.1,0.099,0.252,0.146,0.274,4.448
2025-11-07,H003,post_monsoon,yes,18.97,0.0,0.451,0.252,0.257,0.189,0.229,0.304,0.321,4.996
2025-11-08,H004,post_monsoon,yes,15.05,0.0,0.573,0.289,0.127,0.209,0.264,0.134,0.193,4.922
2025-11-09,H005,post_monsoon,yes,14.98,0.0,0.564,0.286,0.166,0.155,0.164,0.275,0.361,4.931
2025-11-10,H004,post_monsoon,yes,13.87,0.0,0.601,0.429,0.1,0.1,0.145,0.252,0.214,4.355
2025-11-11,H004,post_monsoon,yes,15.84,0.0,0.518,0.316,0.1,0.117,0.226,0.207,0.457,4.275
2025-11-12,H002,post_monsoon,yes,15.46,0.0,0.664,0.187,0.267,0.136,0.18,0.268,0.341,4.594
2025-11-13,H001,post_monsoon,yes,16.71,0.0,0.527,0.329,0.159,0.123,0.114,0.175,0.293,3.899
2025-11-14,H001,post_monsoon,yes,13.16,0.0,0.497,0.338,0.1,0.286,0.336,0.317,0.466,5.61
2025-11-15,H002,post_monsoon,yes,13.33,0.0,0.49,0.291,0.1,0.179,0.145,0.194,0.247,5.283
2025-11-16,H003,post_monsoon,yes,13.25,0.0,0.446,0.215,0.1,0.138,0.13,0.219,0.275,3.813
2025-11-17,H001,post_monsoon,yes,15.79,0.0,0.642,0.423,0.1,0.189,0.183,0.21,0.167,4.736
2025-11-18,H002,post_monsoon,yes,17.2,0.0,0.632,0.225,0.141,0.233,0.288,0.305,0.481,5.195
2025-11-19,H004,post_monsoon,yes,13.29,0.0,0.586,0.346,0.1,0.152,0.048,0.294,0.537,4.835
2025-11-20,H005,post_monsoon,yes,13.36,0.0,0.496,0.314,0.1,0.252,0.282,0.04,0.183,4.087
2025-11-21,H005,post_monsoon,yes,14.83,0.0,0.659,0.342,0.183,0.078,0.136,0.27,0.268,5.007
2025-11-22,H002,post_monsoon,yes,13.71,0.0,0.529,0.419,0.1,0.274,0.219,0.11,0.357,5.181
2025-11-23,H001,post_monsoon,yes,16.11,0.0,0.534,0.339,0.192,0.179,0.153,0.223,0.298,5.326
2025-11-24,H003,post_monsoon,yes,9.7,0.0,0.636,0.261,0.1,0.176,0.339,0.241,0.347,4.589
2025-11-25,H005,post_monsoon,yes,12.55,0.0,0.59,0.377,0.1,0.125,0.209,0.222,0.338,4.163
2025-11-26,H003,post_monsoon,yes,12.64,0.0,0.682,0.256,0.1,0.082,0.15,0.29,0.391,4.811
2025-11-27,H005,post_monsoon,yes,9.57,0.0,0.565,0.311,0.1,0.047,0.179,0.308,0.254,4.105
2025-11-28,H004,post_monsoon,yes,12.28,0.0,0.526,0.209,0.1,0.119,0.206,0.188,0.369,4.719
2025-11-29,H005,post_monsoon,yes,12.38,0.0,0.513,0.228,0.1,0.227,0.212,0.185,0.238,3.982
2025-11-30,H005,post_monsoon,yes,13.8,0.0,0.439,0.304,0.189,0.103,0.231,0.247,0.309,4.669
2025-12-01,H001,winter,no,19.73,0.0,0.533,0.326,0.228,0.056,0.2,0.327,0.176,4.094
2025-12-02,H003,winter,no,17.01,0.0,0.619,0.181,0.1,0.107,0.104,0.412,0.31,4.209
2025-12-03,H001,winter,no,15.44,0.0,0.586,0.335,0.1,0.149,0.176,0.558,0.293,4.891
2025-12-04,H001,winter,no,17.39,0.0,0.551,0.243,0.265,0.152,0.242,0.329,0.444,4.883
2025-12-05,H003,winter,no,19.6,0.0,0.49,0.39,0.364,0.17,0.153,0.423,0.344,5.127
2025-12-06,H004,winter,no,15.55,0.0,0.564,0.275,0.1,0.263,0.247,0.403,0.362,5.4
2025-12-07,H005,winter,no,15.68,0.0,0.611,0.221,0.1,0.28,0.202,0.61,0.348,5.345
2025-12-08,H001,winter,no,18.62,0.0,0.576,0.305,0.181,0.34,0.185,0.407,0.137,5.485
2025-12-09,H001,winter,no,17.06,0.0,0.56,0.236,0.216,0.05,0.284,0.412,0.15,4.91
2025-12-10,H001,winter,no,18.79,0.0,0.502,0.389,0.236,0.112,0.078,0.368,0.318,4.375
2025-12-11,H005,winter,no,17.47,0.0,0.602,0.3,0.203,0.236,0.153,0.451,0.378,4.876
2025-12-12,H004,winter,no,18.9,0.0,0.362,0.289,0.204,0.144,0.286,0.472,0.327,4.496
2025-12-13,H003,winter,no,15.43,0.0,0.573,0.341,0.188,0.249,0.328,0.379,0.264,5.398
2025-12-14,H001,winter,no,17.48,0.0,0.704,0.23,0.216,0.197,0.36,0.529,0.326,5.265
2025-12-15,H002,winter,no,17.08,0.0,0.459,0.21,0.22,0.306,0.204,0.472,0.317,4.514
2025-12-16,H001,winter,no,15.07,0.0,0.536,0.329,0.105,0.263,0.232,0.518,0.428,4.278
2025-12-17,H001,winter,no,14.37,0.0,0.55,0.223,0.107,0.265,0.257,0.424,0.422,4.686
2025-12-18,H003,winter,no,18.87,0.0,0.522,0.223,0.282,0.147,0.289,0.469,0.295,5.187
2025-12-19,H003,winter,no,16.8,0.0,0.612,0.359,0.1,0.172,0.222,0.433,0.345,4.759
2025-12-20,H003,winter,no,15.46,0.0,0.578,0.337,0.138,0.156,0.265,0.567,0.378,5.367
2025-12-21,H005,winter,no,17.31,0.0,0.559,0.212,0.246,0.06,0.232,0.459,0.392,5.146
2025-12-22,H005,winter,no,19.76,0.0,0.598,0.257,0.373,0.298,0.237,0.451,0.515,5.048
2025-12-23,H001,winter,no,12.94,0.0,0.551,0.237,0.1,0.24,0.136,0.413,0.347,4.571
2025-12-24,H002,winter,no,14.51,0.0,0.741,0.424,0.1,0.152,0.177,0.409,0.467,5.367
2025-12-25,H003,winter,no,15.65,0.0,0.559,0.363,0.1,0.284,0.163,0.469,0.234,4.886
2025-12-26,H003,winter,no,20.42,0.0,0.562,0.271,0.272,0.13,0.117,0.516,0.286,5.078
2025-12-27,H003,winter,no,18.07,0.0,0.447,0.34,0.228,0.033,0.084,0.395,0.136,4.898
2025-12-28,H004,winter,no,19.03,0.0,0.517,0.205,0.242,0.261,0.17,0.46,0.365,5.395
2025-12-29,H001,winter,no,15.22,0.0,0.619,0.253,0.1,0.078,0.182,0.465,0.415,4.392
2025-12-30,H005,winter,no,15.26,0.0,0.47,0.307,0.1,0.164,0.207,0.479,0.094,4.24
2025-12-31,H002,winter,no,18.4,0.0,0.421,0.332,0.1,0.196,0.239,0.313,0.369,5.108
2026-01-01,H002,winter,no,22.12,0.0,0.552,0.293,0.125,0.211,0.213,0.376,0.41,4.826
2026-01-02,H002,winter,no,23.1,0.0,0.632,0.317,0.403,0.248,0.182,0.341,0.405,5.2
2026-01-03,H004,winter,no,21.62,0.0,0.553,0.305,0.541,0.226,0.136,0.453,0.23,5.142
2026-01-04,H004,winter,no,22.56,0.0,0.53,0.289,0.536,0.224,0.261,0.378,0.427,5.589
2026-01-05,H004,winter,no,22.32,0.0,0.438,0.279,0.304,0.117,0.193,0.41,0.351,4.854
2026-01-06,H003,winter,no,23.56,0.0,0.577,0.27,0.444,0.204,0.17,0.354,0.409,5.015
2026-01-07,H002,winter,no,23.61,0.0,0.59,0.316,0.317,0.06,0.187,0.418,0.337,4.585
2026-01-08,H004,winter,no,18.76,0.0,0.443,0.329,0.135,0.305,0.149,0.36,0.388,4.533
2026-01-09,H001,winter,no,17.51,0.0,0.618,0.314,0.1,0.068,0.163,0.511,0.461,5.203
2026-01-10,H002,winter,no,24.0,0.0,0.596,0.217,0.432,0.152,0.161,0.488,0.33,5.584
2026-01-11,H004,winter,no,24.38,0.0,0.618,0.23,0.45,0.074,0.18,0.462,0.378,5.525
2026-01-12,H004,winter,no,19.96,0.0,0.585,0.328,0.309,0.122,0.246,0.426,0.475,5.225
2026-01-13,H002,winter,no,18.28,0.0,0.589,0.403,0.274,0.181,0.228,0.287,0.337,4.419
2026-01-14,H002,winter,no,22.2,0.0,0.581,0.311,0.351,0.138,0.308,0.413,0.237,5.034
2026-01-15,H002,winter,no,23.86,0.0,0.602,0.271,0.447,0.272,0.285,0.389,0.418,5.715
2026-01-16,H005,winter,no,25.6,0.007,0.441,0.316,0.426,0.198,0.337,0.47,0.493,5.255
2026-01-17,H003,winter,no,23.03,0.0,0.46,0.22,0.304,0.143,0.239,0.5,0.479,5.612
2026-01-18,H001,winter,no,21.26,0.0,0.506,0.392,0.22,0.169,0.238,0.476,0.421,5.552
2026-01-19,H001,winter,no,20.21,0.0,0.542,0.313,0.35,0.278,0.166,0.551,0.116,5.289
2026-01-20,H001,winter,no,22.02,0.0,0.573,0.253,0.344,0.253,0.258,0.405,0.286,5.011
2026-01-21,H002,winter,no,21.4,0.0,0.569,0.288,0.196,0.089,0.154,0.401,0.292,4.806
2026-01-22,H002,winter,no,19.97,0.0,0.617,0.263,0.284,0.126,0.097,0.533,0.354,4.366
2026-01-23,H003,winter,no,26.1,0.214,0.619,0.392,0.434,0.218,0.307,0.463,0.519,6.728
2026-01-24,H004,winter,no,25.57,0.042,0.498,0.286,0.646,0.208,0.113,0.43,0.242,5.858
2026-01-25,H005,winter,no,24.27,0.0,0.564,0.311,0.415,0.096,0.231,0.598,0.574,5.909
2026-01-26,H003,winter,no,20.16,0.0,0.499,0.34,0.351,0.24,0.138,0.496,0.312,5.386
2026-01-27,H004,winter,no,23.71,0.0,0.539,0.248,0.526,0.109,0.279,0.435,0.273,4.961
2026-01-28,H004,winter,no,23.28,0.0,0.569,0.314,0.345,0.284,0.288,0.395,0.435,5.078
2026-01-29,H002,winter,no,22.89,0.0,0.35,0.319,0.411,0.222,0.237,0.556,0.442,4.599
2026-01-30,H004,winter,no,24.5,0.0,0.695,0.191,0.514,0.089,0.287,0.467,0.415,5.22
2026-01-31,H002,winter,no,23.27,0.0,0.584,0.318,0.43,0.138,0.201,0.452,0.273,5.54
2026-02-01,H002,winter,no,27.98,0.399,0.514,0.297,0.638,0.136,0.356,0.504,0.4,8.147
2026-02-02,H005,winter,no,27.77,0.476,0.666,0.309,0.495,0.193,0.252,0.52,0.247,7.287
2026-02-03,H005,winter,no,27.18,0.233,0.529,0.302,0.622,0.164,0.137,0.494,0.27,6.75
2026-02-04,H004,winter,no,22.93,0.0,0.558,0.318,0.368,0.088,0.205,0.521,0.341,4.667
2026-02-05,H003,winter,no,26.67,0.0,0.521,0.394,0.585,0.068,0.189,0.486,0.268,5.089
2026-02-06,H004,winter,no,25.39,0.045,0.649,0.217,0.579,0.224,0.182,0.494,0.455,5.535
2026-02-07,H004,winter,no,23.94,0.0,0.544,0.276,0.501,0.203,0.084,0.391,0.292,5.372
2026-02-08,H001,winter,no,29.86,0.542,0.559,0.347,0.712,0.188,0.227,0.595,0.328,8.815
2026-02-09,H002,winter,no,29.96,0.706,0.622,0.334,0.74,0.202,0.103,0.351,0.262,9.027
2026-02-10,H001,winter,no,29.22,0.501,0.585,0.332,0.714,0.13,0.023,0.475,0.454,8.51
2026-02-11,H003,winter,no,27.01,0.237,0.547,0.493,0.69,0.195,0.176,0.343,0.283,6.687
2026-02-12,H002,winter,no,29.2,0.495,0.617,0.343,0.655,0.383,0.147,0.442,0.464,8.079
2026-02-13,H002,winter,no,26.52,0.037,0.702,0.379,0.564,0.274,0.14,0.404,0.457,5.969
2026-02-14,H005,winter,no,26.91,0.148,0.569,0.279,0.641,0.157,0.0,0.461,0.305,6.8
2026-02-15,H002,winter,no,24.31,0.0,0.557,0.23,0.423,0.138,0.14,0.477,0.353,5.496
2026-02-16,H005,winter,no,27.29,0.118,0.56,0.278,0.475,0.0,0.188,0.373,0.303,5.613
2026-02-17,H003,winter,no,26.62,0.141,0.629,0.35,0.594,0.265,0.156,0.448,0.405,5.698
2026-02-18,H001,winter,no,23.89,0.0,0.514,0.328,0.429,0.243,0.227,0.561,0.331,5.466
2026-02-19,H001,winter,no,26.4,0.314,0.533,0.328,0.449,0.136,0.297,0.345,0.308,6.445
2026-02-20,H004,winter,no,26.34,0.229,0.458,0.285,0.584,0.065,0.236,0.382,0.355,5.818
2026-02-21,H005,winter,no,30.1,0.592,0.479,0.274,0.808,0.088,0.272,0.519,0.192,8.616
2026-02-22,H005,winter,no,28.29,0.515,0.519,0.287,0.491,0.216,0.278,0.456,0.342,8.207
2026-02-23,H001,winter,no,26.52,0.131,0.547,0.351,0.633,0.173,0.129,0.462,0.415,5.797
2026-02-24,H005,winter,no,27.0,0.33,0.656,0.359,0.367,0.235,0.231,0.532,0.364,7.174
2026-02-25,H002,winter,no,26.59,0.09,0.582,0.23,0.522,0.187,0.27,0.386,0.445,5.634
2026-02-26,H003,winter,no,26.09,0.223,0.495,0.353,0.681,0.257,0.169,0.408,0.312,6.697
2026-02-27,H001,winter,no,24.34,0.0,0.506,0.254,0.437,0.21,0.145,0.399,0.304,4.911
2026-02-28,H002,winter,no,26.2,0.067,0.632,0.333,0.545,0.246,0.237,0.422,0.238,6.162
2026-03-01,H002,summer,no,28.3,0.395,0.618,0.287,0.683,0.013,0.096,0.357,0.309,7.586
2026-03-02,H005,summer,no,27.29,0.309,0.552,0.41,0.444,0.081,0.124,0.114,0.547,6.42
2026-03-03,H002,summer,no,30.82,0.688,0.523,0.271,0.728,0.151,0.153,0.154,0.378,8.292
2026-03-04,H002,summer,no,30.58,0.741,0.617,0.313,0.718,0.266,0.232,0.141,0.291,8.138
2026-03-05,H002,summer,no,26.22,0.106,0.49,0.342,0.688,0.33,0.215,0.362,0.249,6.063
2026-03-06,H002,summer,no,29.55,0.618,0.574,0.239,0.573,0.167,0.272,0.201,0.19,7.52
2026-03-07,H003,summer,no,31.79,0.884,0.686,0.295,0.731,0.131,0.135,0.224,0.267,9.78
2026-03-08,H002,summer,no,31.91,0.859,0.562,0.281,0.692,0.024,0.132,0.121,0.426,9.445
2026-03-09,H002,summer,no,31.85,0.82,0.503,0.264,0.681,0.249,0.237,0.229,0.307,9.614
2026-03-10,H003,summer,no,29.87,0.621,0.575,0.269,0.775,0.136,0.144,0.319,0.254,8.82
2026-03-11,H004,summer,no,28.1,0.432,0.522,0.378,0.616,0.417,0.158,0.27,0.265,7.114
2026-03-12,H001,summer,no,27.63,0.493,0.466,0.258,0.551,0.121,0.07,0.241,0.415,6.587
2026-03-13,H002,summer,no,30.48,0.761,0.592,0.34,0.668,0.348,0.22,0.125,0.342,9.143
2026-03-14,H003,summer,no,30.55,0.772,0.617,0.322,0.667,0.24,0.308,0.224,0.287,9.581
2026-03-15,H005,summer,no,32.37,1.168,0.531,0.202,0.747,0.098,0.128,0.262,0.319,10.582
2026-03-16,H005,summer,no,31.99,0.916,0.527,0.336,0.669,0.199,0.272,0.171,0.571,9.86
2026-03-17,H005,summer,no,29.53,0.605,0.492,0.201,0.65,0.242,0.196,0.302,0.472,8.375
2026-03-18,H003,summer,no,27.31,0.345,0.541,0.344,0.553,0.162,0.076,0.321,0.497,6.335
2026-03-19,H001,summer,no,29.16,0.439,0.516,0.264,0.596,0.247,0.137,0.208,0.175,6.52
2026-03-20,H005,summer,no,30.23,0.618,0.489,0.301,0.712,0.245,0.133,0.308,0.335,7.986
2026-03-21,H004,summer,no,29.39,0.508,0.664,0.209,0.685,0.228,0.178,0.241,0.286,7.911
2026-03-22,H005,summer,no,28.64,0.507,0.578,0.309,0.591,0.179,0.229,0.342,0.404,8.368
2026-03-23,H005,summer,no,30.3,0.649,0.584,0.365,0.69,0.086,0.329,0.413,0.456,8.709
2026-03-24,H004,summer,no,28.79,0.484,0.603,0.244,0.814,0.174,0.1,0.163,0.383,7.459
2026-03-25,H003,summer,no,28.54,0.529,0.596,0.257,0.801,0.194,0.166,0.312,0.263,8.653
2026-03-26,H004,summer,no,30.42,0.746,0.525,0.332,0.622,0.03,0.137,0.354,0.284,8.213
2026-03-27,H004,summer,no,28.99,0.486,0.566,0.334,0.576,0.194,0.111,0.172,0.412,7.071
2026-03-28,H005,summer,no,30.28,0.607,0.534,0.13,0.617,0.172,0.207,0.204,0.422,8.414
2026-03-29,H002,summer,no,30.34,0.758,0.576,0.441,0.788,0.076,0.2,0.203,0.364,9.684
2026-03-30,H003,summer,no,27.52,0.376,0.571,0.337,0.559,0.153,0.073,0.239,0.363,6.834
2026-03-31,H003,summer,no,28.83,0.35,0.527,0.349,0.662,0.155,0.201,0.221,0.355,7.395
2026-04-01,H002,summer,no,33.88,1.084,0.47,0.29,1.005,0.334,0.116,0.234,0.377,11.004
2026-04-02,H003,summer,no,28.68,0.473,0.559,0.17,0.636,0.198,0.201,0.317,0.422,6.764
2026-04-03,H005,summer,no,26.77,0.283,0.538,0.347,0.617,0.263,0.289,0.098,0.413,6.546
2026-04-04,H001,summer,no,27.28,0.357,0.437,0.26,0.623,0.171,0.232,0.172,0.352,6.666
2026-04-05,H003,summer,no,31.06,0.78,0.58,0.338,0.685,0.03,0.212,0.304,0.345,9.781
2026-04-06,H004,summer,no,31.06,0.805,0.608,0.285,0.817,0.234,0.163,0.294,0.341,9.75
2026-04-07,H005,summer,no,30.76,0.726,0.702,0.317,0.653,0.127,0.205,0.165,0.272,8.06
2026-04-08,H002,summer,no,33.43,1.0,0.527,0.246,0.934,0.153,0.239,0.295,0.271,10.761
2026-04-09,H002,summer,no,25.65,0.061,0.518,0.361,0.469,0.096,0.232,0.356,0.404,5.617
2026-04-10,H001,summer,no,31.79,0.851,0.483,0.217,0.723,0.186,0.193,0.246,0.279,9.014
2026-04-11,H002,summer,no,34.12,1.138,0.563,0.457,0.768,0.265,0.215,0.169,0.431,11.481
2026-04-12,H005,summer,no,28.74,0.317,0.562,0.457,0.566,0.255,0.108,0.32,0.345,7.646
2026-04-13,H004,summer,no,30.24,0.623,0.501,0.414,0.665,0.307,0.149,0.388,0.432,7.954
2026-04-14,H003,summer,no,29.49,0.566,0.54,0.389,0.475,0.318,0.25,0.179,0.414,8.114
2026-04-15,H004,summer,no,29.21,0.504,0.431,0.294,0.64,0.016,0.259,0.253,0.434,7.702
2026-04-16,H005,summer,no,30.35,0.649,0.606,0.382,0.663,0.085,0.207,0.337,0.302,8.39
2026-04-17,H003,summer,no,33.85,1.146,0.504,0.293,0.907,0.035,0.304,0.259,0.391,11.216
2026-04-18,H002,summer,no,34.67,1.123,0.548,0.191,0.911,0.231,0.236,0.11,0.424,11.211
2026-04-19,H005,summer,no,30.33,0.536,0.464,0.405,0.647,0.125,0.184,0.285,0.195,7.598
2026-04-20,H005,summer,no,34.81,1.198,0.515,0.379,0.846,0.141,0.115,0.172,0.52,10.923
2026-04-21,H003,summer,no,31.07,0.82,0.533,0.298,0.714,0.163,0.301,0.148,0.577,9.615
2026-04-22,H001,summer,no,34.51,1.323,0.549,0.214,0.989,0.211,0.254,0.112,0.445,11.743
2026-04-23,H001,summer,no,30.81,0.789,0.579,0.259,0.657,0.061,0.326,0.345,0.431,8.663
2026-04-24,H001,summer,no,31.26,0.665,0.636,0.173,0.683,0.079,0.352,0.183,0.409,8.423
2026-04-25,H004,summer,no,31.73,0.823,0.594,0.366,0.669,0.18,0.11,0.277,0.318,9.379
2026-04-26,H001,summer,no,37.36,1.565,0.608,0.188,0.866,0.276,0.11,0.296,0.339,13.094
2026-04-27,H001,summer,no,32.7,0.977,0.637,0.32,0.823,0.178,0.0,0.263,0.446,10.167
2026-04-28,H004,summer,no,29.59,0.616,0.584,0.241,0.69,0.117,0.264,0.274,0.253,8.346
2026-04-29,H003,summer,no,32.94,0.919,0.548,0.2,0.91,0.008,0.246,0.28,0.244,9.597
2026-04-30,H003,summer,no,30.28,0.665,0.611,0.317,0.784,0.256,0.207,0.261,0.31,8.343
2026-05-01,H001,summer,no,28.81,0.51,0.614,0.277,0.834,0.121,0.114,0.189,0.416,7.831
2026-05-02,H002,summer,no,31.61,0.892,0.589,0.359,0.749,0.088,0.194,0.182,0.263,10.126
2026-05-03,H002,summer,no,29.86,0.543,0.463,0.211,0.663,0.043,0.213,0.242,0.327,8.473
2026-05-04,H004,summer,no,30.35,0.641,0.5,0.247,0.6,0.065,0.255,0.24,0.339,8.448
2026-05-05,H005,summer,no,29.82,0.386,0.534,0.133,0.739,0.103,0.219,0.284,0.249,6.389
2026-05-06,H005,summer,no,30.47,0.634,0.597,0.147,0.718,0.161,0.246,0.338,0.106,8.403
2026-05-07,H001,summer,no,30.64,0.664,0.549,0.426,0.768,0.083,0.191,0.278,0.247,8.521
2026-05-08,H004,summer,no,25.92,0.033,0.618,0.446,0.436,0.195,0.283,0.185,0.376,4.847
2026-05-09,H004,summer,no,31.13,0.779,0.629,0.306,0.763,0.16,0.244,0.076,0.399,9.445
2026-05-10,H001,summer,no,27.83,0.349,0.622,0.242,0.62,0.358,0.117,0.188,0.399,7.91
2026-05-11,H004,summer,no,26.91,0.058,0.622,0.279,0.578,0.044,0.297,0.142,0.411,5.56
2026-05-12,H003,summer,no,29.68,0.602,0.488,0.361,0.622,0.193,0.286,0.192,0.287,7.621
2026-05-13,H001,summer,no,29.96,0.546,0.579,0.264,0.784,0.194,0.233,0.269,0.266,7.939
2026-05-14,H004,summer,no,28.41,0.465,0.514,0.317,0.79,0.098,0.22,0.257,0.388,7.633
2026-05-15,H005,summer,no,31.46,0.704,0.451,0.299,0.659,0.188,0.316,0.399,0.329,8.192
2026-05-16,H003,summer,no,27.11,0.266,0.533,0.26,0.632,0.242,0.086,0.289,0.441,6.139
2026-05-17,H002,summer,no,28.98,0.475,0.629,0.263,0.419,0.188,0.287,0.403,0.388,7.988
2026-05-18,H003,summer,no,28.62,0.477,0.578,0.321,0.688,0.291,0.167,0.307,0.478,7.921
2026-05-19,H003,summer,no,29.7,0.598,0.671,0.232,0.528,0.006,0.277,0.337,0.303,7.255
2026-05-20,H005,summer,no,30.35,0.649,0.561,0.332,0.662,0.113,0.208,0.221,0.457,8.463
